subject = 101; date = 2017_Feb_09_1515;gender = male;age =20; native language = English
taskOrder = [2, 1, 4, 3, 5]; responses (Q/blue,P/yellow) = ['no', 'yes']
taskNr,question,response,RT
1,Is the M25 longer or shorter than 600 miles?,shorter,8485.98601634
taskNr,trial,type,stimulus,response,RT
1,1,word,against,yes,778.902549297
1,2,word,patient,yes,496.780346031
1,3,word,orchestra,yes,617.567191948
1,4,nonword,semmed,no,1188.82080016
1,5,nonword,garphed,no,937.01639981
1,6,word,which,yes,472.065684502
1,7,word,waitrose ,yes,529.49546359
1,8,word,cathedral,yes,552.91410978
1,9,word,insect,yes,543.610796332
1,10,word,tesco,yes,542.290263576
1,11,word,dreamer,yes,501.686729724
1,12,word,always,yes,469.75617751
1,13,word,tarnish,yes,535.179000231
1,14,word,gratitude,yes,557.888629963
1,15,word,heineken,yes,715.879891999
1,16,word,modern,yes,523.803374032
1,17,word,bush,yes,507.226011483
1,18,nonword,thalck,no,659.26375729
1,19,word,incident,yes,541.897695861
1,20,word,andrex,yes,988.599856035
1,21,word,medicine,yes,632.944899495
1,22,word,describe,yes,563.573592226
1,23,word,butler,yes,601.589942002
1,24,word,twix,yes,646.274526604
1,25,nonword,scruilds,no,784.869749914
1,26,word,harbour,yes,606.078385259
1,27,word,smarties,yes,490.069347899
1,28,word,kid,yes,603.477517143
1,29,word,note,yes,528.161531431
1,30,word,essay,yes,487.546024146
1,31,word,candle,yes,464.310690062
1,32,nonword,skrife,no,755.091050407
1,33,word,graze,yes,896.939995815
1,34,word,jog,yes,634.031659109
1,35,word,dependable,yes,652.682760032
1,36,word,hood,yes,518.599357107
1,37,word,hostility,yes,574.044345645
1,38,nonword,bloage,no,1059.32875769
1,39,word,ability,yes,756.933296216
1,40,nonword,gnuicked,no,762.829224579
1,41,word,ikea,yes,537.376182154
1,42,word,exhaustion,yes,568.753946689
1,43,word,fidgety,yes,478.786660708
1,44,word,raspberry,yes,520.239760051
1,45,word,adventurer,yes,399.615984876
1,46,nonword,squarl,yes,604.44368422
1,47,nonword,ghroil,no,713.109680917
1,48,word,lamp,yes,617.012408446
1,49,nonword,tomps,no,1100.29321408
1,50,word,gorilla,yes,596.569237416
1,51,word,water,yes,481.920360355
1,52,word,kenco,yes,762.647907832
1,53,word,liverpool,yes,640.548226424
1,54,word,evidence,yes,507.177831372
1,55,word,actual,yes,531.223388738
1,56,word,cambridge,yes,674.612670788
1,57,word,merry,yes,516.537877731
1,58,word,cube,yes,435.953730019
1,59,word,flood,yes,671.414540964
1,60,word,part,yes,584.682446322
1,61,nonword,phlourche,no,701.359447557
1,62,nonword,teigged,no,653.256929363
1,63,word,farmyard,yes,599.195478484
1,64,word,laundry,yes,571.177204256
1,65,word,fell,yes,488.533287775
1,66,word,brutality,yes,569.278225536
1,67,word,turn,yes,454.645883641
1,68,nonword,skups,yes,449.515419779
1,69,nonword,drufe,no,659.510644502
1,70,word,pond,yes,541.459228727
taskNr,question,response,RT
1,How long is the M25?,425,8224.01419736
taskNr,trial,stimulus,response,RT
1,1,xgmc,xgmc,3219.36524904
1,2,nxrtb,nxrtb,3669.75332669
1,3,tkcwdj,tkcwdj,11058.789369
1,4,bvzxsmn,bvzxmn,4670.50282587
taskNr,question,response,RT
2,Is Big Ben taller or shorter than 15 meters high?,taller,6239.30523777
taskNr,trial,type,stimulus,response,RT
2,1,word,turnip,yes,1033.743434
2,2,word,capacity,yes,532.076375326
2,3,word,advice,yes,354.801684967
2,4,word,mechanic,yes,544.960978325
2,5,nonword,thrauphth,no,655.68275284
2,6,word,feet,yes,1001.6124642
2,7,word,path,yes,429.294903413
2,8,word,infant,yes,592.749898438
2,9,nonword,furge,no,669.428610126
2,10,word,inferno,yes,550.6944058
2,11,nonword,swawte,no,660.729970667
2,12,word,fantasy,yes,542.660594336
2,13,word,gracious,yes,661.388811655
2,14,word,brim,yes,927.351308172
2,15,word,cure,yes,502.419979079
2,16,nonword,wrarve,no,662.455900339
2,17,word,errand,yes,600.406822166
2,18,word,carlsberg,yes,628.346981946
2,19,word,land,yes,487.70339333
2,20,word,expression,yes,528.452892671
2,21,word,cabbage,yes,527.842516778
2,22,word,oxford,yes,535.235447926
2,23,word,nescafe,yes,637.906020391
2,24,word,moment,yes,472.574283485
2,25,word,butcher,yes,521.967970184
2,26,word,where,yes,425.380914705
2,27,word,kleenex,yes,708.84303702
2,28,word,horizontal,yes,620.720562758
2,29,nonword,phroarlte,no,792.070245952
2,30,word,flock,yes,860.571746249
2,31,word,hold,yes,374.371057842
2,32,nonword,bleafs,no,859.856742667
2,33,word,doorway,yes,437.657137518
2,34,nonword,quoud,yes,888.439208269
2,35,word,accurate,yes,432.86336388
2,36,word,abandon,yes,707.676452352
2,37,word,hoover,yes,595.60193005
2,38,nonword,skreets,no,1128.20828601
2,39,nonword,spleace,no,871.069868212
2,40,word,robot,yes,520.226645865
2,41,word,twin,yes,479.619406047
2,42,word,aldi,yes,489.024496288
2,43,word,absolute,yes,433.821548475
2,44,word,gravity,yes,436.625114875
2,45,word,ornament,yes,615.390536492
2,46,word,manchester,yes,458.675048314
2,47,word,snickers,yes,500.797251705
2,48,nonword,flewd,yes,460.870519746
2,49,word,mercy,yes,526.990670478
2,50,word,eternal,yes,462.371513946
2,51,nonword,brule,no,712.479633978
2,52,word,favourite,yes,440.390001866
2,53,word,graduate,yes,491.164660431
2,54,nonword,duntz,no,699.898935971
2,55,word,asda,yes,611.834334792
2,56,word,jaw,yes,479.82181923
2,57,word,desire,yes,417.264427291
2,58,word,whisky,yes,556.773361284
2,59,nonword,lawpth,no,674.770610174
2,60,word,advantage,yes,548.018844449
2,61,word,ducati,yes,730.708802817
2,62,word,kick,yes,569.951035897
2,63,nonword,vourque,no,919.281575363
2,64,word,detective,yes,902.366952505
2,65,word,butterfly,yes,1022.12576708
2,66,word,pony,yes,641.078777262
2,67,word,lantern,yes,691.705189296
2,68,word,pathetic,yes,1068.26202536
2,69,word,haddock,yes,573.238113546
2,70,word,noun,yes,690.572815365
taskNr,question,response,RT
2,How tall is Big Ben?,60,2520.99268034
taskNr,trial,stimulus,response,RT
2,1,dxsv,dxsv,3669.7433485
2,2,ktfhj,ktfhj,4353.61713963
2,3,xbmvwn,xbmvwn,7205.82180505
