subject = 46; date = 2017_Feb_09_1412;gender = male;age =18; native language = English
taskOrder = [2, 1, 4, 3, 5]; responses (Q/blue,P/yellow) = ['yes', 'no']
taskNr,question,response,RT
1,Is the M25 longer or shorter than 600 miles?,shorter,6598.44560176
taskNr,trial,type,stimulus,response,RT
1,1,word,gratitude,yes,622.74711486
1,2,word,turn,yes,618.10421804
1,3,word,cambridge,yes,613.424260169
1,4,nonword,skrife,no,1066.07218832
1,5,nonword,teigged,no,715.647525154
1,6,word,merry,yes,578.865384217
1,7,word,note,yes,576.192425564
1,8,word,bush,yes,645.5362509
1,9,word,water,yes,488.809552975
1,10,word,which,yes,665.574885439
1,11,nonword,semmed,no,675.475892611
1,12,word,hostility,yes,636.735387146
1,13,word,cube,yes,504.057901911
1,14,word,describe,yes,592.080221046
1,15,word,always,yes,540.74037727
1,16,word,kid,yes,459.454335272
1,17,word,evidence,yes,590.235434473
1,18,word,dreamer,yes,627.552795224
1,19,word,candle,yes,711.522058118
1,20,word,incident,yes,808.025375009
1,21,nonword,drufe,no,731.894813012
1,22,word,tesco,yes,1019.1232264
1,23,nonword,scruilds,no,670.75003637
1,24,word,heineken,yes,751.977920532
1,25,word,waitrose ,yes,517.833501101
1,26,word,actual,yes,629.27641999
1,27,word,flood,yes,552.516104653
1,28,word,raspberry,yes,894.515076187
1,29,word,patient,yes,679.63357456
1,30,nonword,skups,no,617.533192504
1,31,word,gorilla,yes,860.817726701
1,32,nonword,garphed,no,974.549878854
1,33,word,butler,yes,795.563447755
1,34,word,farmyard,yes,552.08420055
1,35,word,laundry,yes,678.104947787
1,36,word,orchestra,yes,591.948226094
1,37,nonword,tomps,no,661.373300944
1,38,word,pond,yes,559.296284337
1,39,word,against,yes,541.328507941
1,40,word,fell,yes,708.688596729
1,41,nonword,thalck,no,620.586739387
1,42,nonword,phlourche,no,744.528646115
1,43,word,adventurer,yes,1207.03082671
1,44,word,essay,yes,554.538783152
1,45,nonword,ghroil,no,584.58903851
1,46,word,dependable,yes,629.225674551
1,47,word,tarnish,yes,872.506217565
1,48,word,modern,yes,634.301330429
1,49,word,twix,yes,557.577221189
1,50,word,hood,yes,588.281176053
1,51,word,insect,yes,689.5756335
1,52,word,fidgety,yes,802.154616918
1,53,word,jog,yes,566.018877085
1,54,word,graze,yes,627.304770518
1,55,word,ability,yes,486.631217413
1,56,word,brutality,yes,559.333060402
1,57,nonword,squarl,no,781.339124776
1,58,nonword,gnuicked,no,803.175791167
1,59,word,cathedral,yes,575.026997831
1,60,word,smarties,yes,508.345012553
1,61,word,liverpool,yes,573.099821806
1,62,word,harbour,yes,899.097534362
1,63,word,part,yes,674.790547695
1,64,word,lamp,yes,612.735209521
1,65,word,ikea,yes,777.388414834
1,66,nonword,bloage,no,750.576727092
1,67,word,medicine,yes,572.429872118
1,68,word,kenco,yes,633.738002274
1,69,word,exhaustion,yes,549.039490987
1,70,word,andrex,yes,603.734786157
taskNr,question,response,RT
1,How long is the M25?,600,16481.7656693
taskNr,trial,stimulus,response,RT
1,1,flzk,flzk,5120.81965385
1,2,kxncj,kxncj,3836.42014023
1,3,vnxflj,vnxflj,8990.46076601
1,4,mfrbsjt,mbrsjc,7055.6229623
taskNr,question,response,RT
2,Is Big Ben taller or shorter than 15 meters high?,taller,3583.79707159
taskNr,trial,type,stimulus,response,RT
2,1,word,butterfly,yes,598.953623325
2,2,nonword,phroarlte,no,770.898737013
2,3,word,pathetic,yes,568.130787928
2,4,word,gravity,yes,437.451749109
2,5,word,robot,yes,528.232551645
2,6,nonword,spleace,no,623.622610699
2,7,word,advantage,yes,554.903122131
2,8,nonword,wrarve,no,576.917967293
2,9,nonword,bleafs,no,694.260722958
2,10,word,butcher,yes,534.813172184
2,11,word,capacity,yes,557.514217217
2,12,nonword,quoud,no,611.538421828
2,13,word,jaw,yes,1063.46993102
2,14,nonword,brule,no,633.100837003
2,15,word,twin,yes,507.690456696
2,16,word,detective,yes,539.795605
2,17,word,mercy,yes,538.479652721
2,18,nonword,skreets,no,865.17781904
2,19,word,pony,yes,530.249244533
2,20,word,absolute,yes,537.620690651
2,21,word,carlsberg,yes,536.30872909
2,22,word,kleenex,yes,646.960821468
2,23,word,horizontal,yes,473.619646393
2,24,word,doorway,yes,427.057259716
2,25,nonword,furge,no,566.50437694
2,26,word,turnip,yes,627.831608057
2,27,word,feet,yes,775.067822076
2,28,word,where,yes,444.285810459
2,29,word,hold,yes,343.083720189
2,30,word,accurate,yes,429.937474895
2,31,word,land,yes,521.43811807
2,32,nonword,duntz,no,608.735179994
2,33,word,abandon,yes,796.734292991
2,34,nonword,lawpth,no,601.211498026
2,35,word,ornament,yes,565.208950546
2,36,word,ducati,yes,915.150108747
2,37,word,haddock,yes,698.933553416
2,38,word,flock,yes,730.838287156
2,39,word,manchester,yes,442.055019084
2,40,nonword,swawte,no,636.806373484
2,41,word,aldi,yes,519.42741219
2,42,word,desire,yes,486.822794657
2,43,word,hoover,yes,559.543167707
2,44,word,whisky,yes,525.560448878
2,45,word,nescafe,yes,972.931165714
2,46,word,cabbage,yes,409.989212174
2,47,word,asda,yes,502.056889236
2,48,word,kick,yes,550.087464042
2,49,word,favourite,yes,484.160384163
2,50,word,mechanic,yes,412.873703986
2,51,word,noun,yes,593.018720858
2,52,word,errand,yes,1229.64149946
2,53,word,infant,yes,504.530858248
2,54,word,snickers,yes,888.486665674
2,55,word,path,yes,448.951513972
2,56,word,fantasy,yes,731.028154027
2,57,nonword,flewd,no,522.207562346
2,58,word,eternal,yes,633.624538314
2,59,nonword,thrauphth,no,580.238353927
2,60,word,gracious,yes,529.602386057
2,61,word,brim,yes,536.931355018
2,62,word,advice,yes,511.618929915
2,63,word,cure,yes,495.693788864
2,64,word,lantern,yes,544.427668676
2,65,word,oxford,yes,439.131471328
2,66,word,inferno,yes,497.907475103
2,67,word,moment,yes,450.6617398
2,68,nonword,vourque,no,660.747538786
2,69,word,expression,yes,622.655602172
2,70,word,graduate,yes,441.986028571
taskNr,question,response,RT
2,How tall is Big Ben?,75,6440.79893408
taskNr,trial,stimulus,response,RT
2,1,zjfk,zjfk,3236.03709973
2,2,ctbfd,cdbfg,5921.43994197
2,3,xwlfbd,fwblcg,23734.9774381
2,4,xvnrhfk,xvnrfk,7906.30021039
taskNr,trial,type,stimulus,response,RT
3,1,practice,carnival,yes,459.170676302
3,2,practice,portsmouth,yes,517.257629428
3,3,practice,click,yes,420.640848577
3,4,practice,involve,yes,712.036066689
3,5,practice,shrinths,no,671.954805963
3,6,practice,dancer,yes,401.226835325
3,7,practice,thonz,no,573.308504187
3,8,practice,carrier,yes,1050.68756826
3,9,practice,scrape,yes,476.305433549
3,10,practice,germany,yes,565.743769985
3,11,neutral,bluster,yes,651.040674653
3,12,neutral,clay,yes,540.988971479
3,13,neutral,forest,yes,515.689090826
3,14,expensive,rolls royce,yes,563.03603109
3,15,inexpensive,fiat,yes,641.06583083
3,16,nonword,sowntse,no,747.671139427
3,17,neutral,liberal,yes,578.211113811
3,18,expensive,lamborghini,yes,623.539366294
3,19,neutral,drone,yes,658.818082884
3,20,neutral,diary,yes,476.7609993
3,21,neutral,write,yes,470.139041543
